movieId,lucationUrl,locationRef,city/country,area/street,location
95441,https://www.movie-locations.com/movies/t/Ted_house.jpg, the apartment of Lori and John, Boston, Chandler Street,
95441,https://www.movie-locations.com/movies/t/Ted-Chandler-Street-Boston.jpg, the apartment of Lori and John, Boston, Chandler Street,
95441,https://www.movie-locations.com/movies/t/Ted-Sorellina-Boston.jpg, Lori and John celebrate four years together at ‘Ciao Bella’, Boston, Huntington Avenue, Sorellina
95441,https://www.movie-locations.com/movies/t/Ted-Venu-Boston.jpg, Lori and John remember their first meeting differently, Boston, Warrenton Street, Venu Nightclub
95441,https://www.movie-locations.com/movies/t/Ted-New-England-Aquarium-Boston-Harbor.jpg, John tells Ted it’s time to move out, Boston, Boston Harbor, New England Aquarium
95441,https://www.movie-locations.com/movies/t/Ted-Broadway-Chelsea.jpg, Ted moves into the apartment above a Chinese restaurant, Chelsea, Broadway,
95441,https://www.movie-locations.com/movies/t/Ted-Gaslight-Brasserie-Boston.jpg,the double date goes wrong’, Boston, Harrison Avenue, Gaslight Brasserie
95441,https://www.movie-locations.com/movies/t/Ted-Midtown-Hotel-Boston.jpg," After the break-up, John moves into a hotel", Boston, Huntington Avenue, Midtown Hotel
95441,https://www.movie-locations.com/movies/t/Ted-Hatch-Shell-Boston.jpg, John serenades Lori at the Norah Jones concert, Boston, Charles River Promenade, Hatch Shell
95441,https://www.movie-locations.com/movies/t/Ted-Charlies-Sandwich-Shoppe-Boston.jpg, Lori goes to make up with John, Boston, Columbus Avenue, Charlie’s Sandwich Shoppe
95441,https://www.movie-locations.com/movies/t/Ted-Chestnut-Street.jpg," Ted is held captive by Chestnut Street, Chelse", Chelsea, Ted is held captive by Chestnut Street,
95441,https://www.movie-locations.com/movies/t/Ted-Union-United-Methodist-Church-Boston.jpg, Lori and John finally get married, Boston, Columbus Avenue, Union United Methodist Church
111,https://www.movie-locations.com/movies/t/Taxi-Driver-doorway.jpg, The bloody shoot-up, New York, East Village, 13th Street
111,https://www.movie-locations.com/movies/t/Taxi-Driver-13th-Street.jpg, The bloody shoot-up, New York, East Village, 13th Street
111,https://www.movie-locations.com/movies/t/Taxi-Driver-Columbus-Circle.jpg, Bickle plans to shoot the candidate, New York, Columbus Circle,
111,https://www.movie-locations.com/movies/t/Taxi-Driver-St-Regis-Hotel.jpg, Bickle is picked up by Betsy, New York, East 55th Street, St Regis Hotel
26214,https://www.movie-locations.com/movies/t/Taste-The-Blood-Of-Dracula-St-Andrews-Totteridge.jpg, the respectable Victorian gents attend church, London N20, Totteridge Village, St Andrew's Church
26214,https://www.movie-locations.com/movies/t/Taste-The-Blood-Of-Dracula-Highgate-Cemetery.jpg, the graveyard leading to the abandoned church, London N6, Swain's Lane, Highgate Cemetery West Section
3176,https://www.movie-locations.com/movies/t/Talented-Mr-Ripley-Ischia-Ponte.jpg, Tom Ripley arrives in 'Mongibello', Italy, Ischia, Ischia Ponte
3176,https://www.movie-locations.com/movies/t/Talented-Mr-Ripley-Franklin-Place.jpg, Tom Ripley's basement apartment, Manhattan, Tribeca, Franklin Place
3176,https://www.movie-locations.com/movies/t/Talented-Mr-Ripley-Corricella.jpg, Dickie Greenleaf rides his scooter in ‘Mongibello’, Italy, Procida," Corricella,  Via San Rocco"
3176,https://www.movie-locations.com/movies/t/Talented-Mr-Ripley-Piazza-Dei-Martiri.jpg, the town square of ‘Mongibello’, Italy, Procida, Piazza dei Martiri
4432,https://www.movie-locations.com/movies/s/Sweet-Smell-Of-Success-Brill-Building.jpg, jj Hunsecker's apartment, New York, Broadway, the Brill Building
6595,https://www.movie-locations.com/movies/s/SWAT-6th-Street.jpg, the attempt to free Montel, downtown Los Angeles, Sixth Street,
4437,https://www.movie-locations.com/movies/s/Suspiria-Haus-Zum-Walfisch.jpg, the prestigious ‘Academy of Freiburg’, Germany, Freiburg," Franziskanerstrasse,  Haus Zum Walfisch"
46530,https://www.movie-locations.com/movies/s/Superman-Returns-Rivendell-Hospital.jpg, the mansion of Gertrude Vanderworth, New South Wales, Concord West, Rivendell Hospital
46530,https://www.movie-locations.com/movies/s/Superman-Returns-Art-Gallery.jpg, Lex Luthor steals the shard of kryptonite from the museum, New South Wales, Sydney, Art Gallery Of New South Wales
46530,https://www.movie-locations.com/movies/s/Superman-Returns-Wynyard-Station.jpg, crowds gather outside the entrance to ‘Metropolis General Hospital’, New South Wales, Sydney," York Street,  Wynyard Building"
54503,https://www.movie-locations.com/movies/s/Superbad-Jons.jpg, fantasies of stealing alcohol at ‘Good Shopper’, Glendale, West Glenoaks Boulevard, Jons Market
54503,https://www.movie-locations.com/movies/s/Superbad-Mini-Mart.jpg, Josh and Evan ogle girlie mags and talk sex, Culver City, Overland Avenue, Overland Mini Mart
54503,https://www.movie-locations.com/movies/s/Superbad-7-Days-Liquor.jpg, McLovin gets knocked cold at at ‘TJ’s Liquor’, Glendale, Victory Boulevard, 7 Days Food Store
54503,https://www.movie-locations.com/movies/s/Superbad-Buggy-Whip.jpg, McLovin and the cops watch CCTV at ‘Bailey’s Bar & Grill’, Westchester, La Tijera Boulevard, Buggy Whip Restaurant (now closed)
54503,https://www.movie-locations.com/movies/s/Superbad-Community-Street.jpg, Seth and Evan get a lift to the raucous party, San Fernando Valley, Northridge, Community Street
54503,https://www.movie-locations.com/movies/s/Superbad-Cliffwood-Avenue.jpg, the boys finally reach the party, Brentwood, North Cliffwood Avenue,
7416,https://www.movie-locations.com/movies/s/Sunshine-Boys-Ansonia.jpg, Willy's apartment block, New York, West Side," Broadway,  The Ansonia"
922,https://www.movie-locations.com/movies/s/Sunset-Boulevard-Alto-Nido-Apartments-4.jpg, the digs of hard-up screenwriter Joe Gillis, Hollywood, 1851 North Ivar Street, Alto Nido Apartments
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Cicada-entrance.jpg, Waller arrives for the briefing on her new task force, Downtown Los Angeles, South Olive Street, Cicada
135536,https://www.movie-locations.com/movies/s/../a/Artist-Cicada.jpg, Waller briefs her colleagues on the new task force, Downtown Los Angeles, South Olive Street, Cicada
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Lumsden-Building.jpg," Floyd Lawton, aka Deadshot, goes Christmas shopping with his daughter", Toronto, Adelaide Street, Lumsden Building
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Lumsden-Building-alleyway.jpg, the alleyway in which Deadshot is apprehended by Batman, Toronto, Adelaide Street, Ching Lane
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Downsview.jpg, 'Midway City's' subway, Toronto, Sheppard West Station,
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Union-Station.jpg, The Enchantress settles into 'Midway City Train Terminal', Toronto, Front Street, Union Station
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Yonge-Dundas.jpg, the Squad's 'copter is downed at the 'Elliot Centre', Toronto, Yonge-Dundas Square,
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Piper-Street.jpg, the downed Squad make their way through 'Midway City', Toronto, Piper Street,
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-York-Street.jpg, Slipknot plots his escape, Toronto, York Street,
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Heenan-Place.jpg, Slipknot discovers to his cost that the explosive device is not a bluff, Toronto, Heenan Place,
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Yonge-Street.jpg, the Squad comes across the tailpiece of the plane, Toronto, Yonge Street,
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Ki.jpg, the exterior of the 'Golden Tree' bar to which the disillusioned Squad retires, Toronto, Wellington Street, Ki
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Weslodge.jpg, the Squad help themselves to booze in the deserted 'Golden Tree' bar, Toronto, King Street West, Weslodge
135536,https://www.movie-locations.com/movies/s/Suicide-Squad-Bay-Station.jpg, Killer Croc enters the flooded subway station, Toronto, Bay Street, Bay Station
4957,https://www.movie-locations.com/movies/s/Sudden-Impact-Burger-Island.jpg, The attempted robbery, San Francisco, Third Street, Burger Island (now gone)
6830,https://www.movie-locations.com/movies/s/Sudden-Fear-Scott-Street.jpg, the home of wealthy Broadway playwright Myra Hudson, San Francisco, Scott Street,
6830,https://www.movie-locations.com/movies/s/Sudden-Fear-Lombard-Street.jpg, Lester Blaine's apartment, San Francisco, Lombard Street,
6830,https://www.movie-locations.com/movies/s/Sudden-Fear-Tamalpais-Building.jpg, Irene Neves stays in the San Francisco high-rise block, San Francisco, Russian Hill," Greenwich Street,  Tamalpais Building"
6830,https://www.movie-locations.com/movies/s/Sudden-Fear-Legion-Of-Honor.jpg, murderous Lester furtively meets up with Irene, San Francisco, Lincoln Park, Palace of the Legion of Honor
198,https://www.movie-locations.com/movies/s/Strange-Days-Westin-Bonaventure.jpg, the Millennium Eve party, downtown Los Angeles, South Figueroa Street, Westin Bonaventure Hotel
198,https://www.movie-locations.com/movies/s/../p/Player-Sunset-Tower.jpg, Lenny meets Mr Fumitso, Los Angeles, West Hollywood," Sunset Boulevard,  the Sunset Tower Hotel"
47382,https://www.movie-locations.com/movies/s/Step-Up-Booker-T-Washington-School.jpg, Tyler is sentenced to work at the ‘Maryland School for the Arts’, Baltimore, McCulloh Street, Booker T Washington Middle School
60756,https://www.movie-locations.com/movies/s/Step-Brothers-Midwick-Drive.jpg, sharing the family home, Altadena, Midwick Drive,
1676,https://www.movie-locations.com/movies/s/Starship-Troopers-Hells-Half-Acre.jpg, Klendathu – “An ugly planet. A bug planet.”, Wyoming, Hell’s Half Acre,
1676,https://www.movie-locations.com/movies/s/../f/Face-Off-LA-Convention-Center.jpg, the spaceport, downtown Los Angeles, South Figueroa Street, Los Angeles Convention Center
1676,https://www.movie-locations.com/movies/s/Starship-Troopers-Badlands.jpg, ‘Tango Urilla’, South Dakota, Badlands,
179819,https://www.movie-locations.com/movies/s/Star-Wars-8-The-Last-Jedi-Wailing-Woman.jpg,,-,-,-
179819,https://www.movie-locations.com/movies/s/Star-Wars-8-The-Last-Jedi-Stradun-Dubrovnik.jpg,,-,-,-
179819,https://www.movie-locations.com/movies/s/Star-Wars-8-The-Last-Jedi-Salar-De-Uyuni-Bolivia.jpg,,-,-,-
122886,https://www.movie-locations.com/movies/s/Star-Wars-7-Puzzlewood-01.jpg,,-,-,e
122886,https://www.movie-locations.com/movies/s/Star-Wars-7-Greenham-Common.jpg,,-,-,-
122886,https://www.movie-locations.com/movies/s/Star-Wars-Force-Awakens-Puzzlewood-Forest.jpg,,-,-,e
122886,https://www.movie-locations.com/movies/s/Star-Wars-7-Windermere.jpg,,-,-,-
122886,https://www.movie-locations.com/movies/s/Star-Wars-7-Skellig-Michael.jpg,,-,-,-
1210,https://www.movie-locations.com/movies/s/Star-Wars-6-Jedediah-Smith-Redwoods-Park.jpg,,-,-,-
1210,https://www.movie-locations.com/movies/s/Star-Wars-6-Imperial-Sand-Dunes.jpg," Imperial Sand Dunes, Buttercup Valley, Arizon", Arizona, Buttercup Valley, Imperial Sand Dunes
1196,https://www.movie-locations.com/movies/s/Star-Wars-5-Hardangerjoekulen.jpg," the ice planet, “Hoth’", Norway, Finse, Hardangerjøkulen Glacier
260,https://www.movie-locations.com/movies/s/Star-Wars-4-Sidi-Driss-Hotel-nook.jpg," Set-dressing for Luke Skywalker's homestead at the Sidi Driss Hotel, Matmata, Tunisi", Tunisia, Matmata, Set-dressing for Luke Skywalker's homestead at the Sidi Driss Hotel
260,https://www.movie-locations.com/movies/s/Star-Wars-4-Tikal.jpg, The ‘Massassi Outpost on the fourth moon of Yavin’, Guatemala, Tikal,
260,https://www.movie-locations.com/movies/s/Star-Wars-Tikal.jpg, The ‘Massassi Outpost on the fourth moon of Yavin’, Guatemala, Tikal,
33493,https://www.movie-locations.com/movies/s/Star-Wars-3-Guilin.jpg, the Wookiee planet of ‘Kashyyyk’, China, Guilin,
5378,https://www.movie-locations.com/movies/s/Star-Wars-2-Balbianello.jpg, The Lake Country retreat, northern Italy, Lake Como, Villa del Balbianello
5378,https://www.movie-locations.com/movies/s/Star-Wars-2-Plaza-De-Espana-colonnade.jpg, Anakin and Padme on Naboo, Spain, Seville, Plaza de Espana
5378,https://www.movie-locations.com/movies/s/Star-Wars-2-Plaza-De-Espana-bridge.jpg, Anakin and Padme walk in the palace grounds, Spain, Seville, Plaza de Espana
2628,https://www.movie-locations.com/movies/s/Star-Wars-The-Phantom-Menace-Medenine.jpg, Anakin Skywalker’s home, Tunisia, Medenine, Avenue 7 Novembre
2628,https://www.movie-locations.com/movies/s/Star-Wars-Phantom-Menace-Palazzo-Reale-Caserta.jpg, Queen Amidala’s palace on ’Naboo’, Italy, Caserta, Palazzo Reale
2628,https://www.movie-locations.com/movies/s/Star-Wars-Phantom-Menace-Palazzo-Reale-Caserta-staircase.jpg, Queen Amidala’s palace on ’Naboo’, Italy, Caserta, Palazzo Reale
135569,https://www.movie-locations.com/movies/s/Star-Trek-Beyond-Jumeirah-Towers.jpg, the 'Yorktown' base, Dubai, Jumeirah Lakes Towers,
102445,https://www.movie-locations.com/movies/s/Star-Trek-Into-Darkness-Century-City.jpg," Khan lands his ship in a futuristic 'San Francisco""", Los Angeles, Century City," Avenue of the Stars,  Creative Artists Agency"
102445,https://www.movie-locations.com/movies/s/Star-Trek-Into-Darkness-Greystone-Mansion.jpg, John Harrison appears at the ‘Royal Children’s Hospital’, Beverly Hills, Loma Vista Drive, Greystone Mansion
102445,https://www.movie-locations.com/movies/s/Seven-Spring-Street.jpg," watched by Harrison, Thomas enters the ‘Kelvin Memorial Archive’", downtown Los Angeles, 650 South Spring Street,
102445,https://www.movie-locations.com/movies/s/Star-Trek-Into-Darkness-Getty-Museum.jpg, Kirk and Spock are summoned to Starfleet HQ, Los Angeles, J Paul Getty Museum,
102445,https://www.movie-locations.com/movies/s/Star-Trek-Into-Darkness-Grand-Avenue.jpg, Spock chases Khan through the city, Downtown Los Angeles, South Grand Avenue,
1373,https://www.movie-locations.com/movies/s/Star-Trek-5-Trona-Pinnacles.jpg, Kirk meets ‘God’ on the planet ‘Shakari’, central California, Trona, Trona Pinnacles
1375,https://www.movie-locations.com/movies/s/Star-Trek-3-Gilman-Fountain.jpg, T'Lar performs the Vulcan ritual over Spock's body, Los Angeles, Eagle Rock," Occidental College,  Gilman Fountain"
192385,https://www.movie-locations.com/movies/s/../k/King-Kong-1933-Shrine-Auditorium.jpg, Jack ruins Ally's big night at the Grammies, Los Angeles, West Jefferson Boulevard, Shrine Auditorium
192385,https://www.movie-locations.com/movies/s/Seven-South-Grand-Avenue_sharp.jpg, Ally leaves the hotel kitchen where she works, Downtown Los Angeles, South Grand Avenue,
192385,https://www.movie-locations.com/movies/s/Star-Is-Born-2018-East-Kensington-Road.jpg, Ally's home, Los Angeles, Angelino Heights, East Kensington Road
192385,https://www.movie-locations.com/movies/s/Star-Is-Born-2018-Super-A-Foods.jpg, Ally gets frozen peas for her swollen fist, Los Angeles, Cypress Park," Division Street,  Super-A Foods"
192385,https://www.movie-locations.com/movies/s/Star-Is-Born-2018-Greek-Theatre.jpg, Ally is flown to the gig, Los Angeles, Griffith Park," Crystal Springs Drive,  Greek Theatre"
2187,https://www.movie-locations.com/movies/s/Stage-Fright-Shepherds-Tavern.jpg, Eve Gillmeets the detective, London, Mayfair," Shepherd Street,  Shepherds Tavern"
2187,https://www.movie-locations.com/movies/s/Stage-Fright-South-Audley-Street.jpg, the house of Charlotte Inwood, London, Mayfair, South Audley Street
3635,https://www.movie-locations.com/movies/s/Spy-Who-Loved-Me-Cala-De-Volpe.jpg," Cala De Volpe, Sardini", Sardinia, Cala De Volpe,
5504,https://www.movie-locations.com/movies/s/Spy-Kids-2-San-Antonio-Public-Library.jpg, the ‘OSS Junior Building’, Texas, San Antonio, San Antonio Public Library
4232,https://www.movie-locations.com/movies/s/Spy-Kids-Omni-Austin.jpg," the ‘Hotel Belen’, where Gregorio and Ingrid first meet", Austin, Omni Downtown Hotel,
4901,https://www.movie-locations.com/movies/s/Spy-Game-ULU-Malet-Street.jpg," the corridors of the CIA HQ in ‘Langley, Virginia’", Malet Street, University of London, Senate House
4901,https://www.movie-locations.com/movies/s/Spy-Game-Lloyds-Building.jpg, the exterior of the ‘Hong Kong’ office, City of London, Lloyds Building,
133869,https://www.movie-locations.com/movies/s/Spooks-James-Smith.jpg, Holloway picks up the umbrella, London, New Oxford Street, James Smith & Sons
133869,https://www.movie-locations.com/movies/s/Spooks-The-Greater-Good-Thames-House.jpg, MI5 headquarters, London, Millbank, Thames House
133869,https://www.movie-locations.com/movies/s/Spooks-The-Greater-Good-Lambeth-Bridge.jpg, Pearce disappears, London, Lambeth Bridge,
133869,https://www.movie-locations.com/movies/s/Spooks-The-Greater-Good-Shaftesbury-Ave.jpg, the bomb attack on a West End theatre, London, Shaftesbury Avenue,
133869,https://www.movie-locations.com/movies/s/Spooks-Gaiety-Theatre.jpg, the gorgeous interior of the 'Albery Theatreâ, Isle Of Man, Douglas, Gaiety Theatre
133869,https://www.movie-locations.com/movies/s/Spooks-The-Greater-Good-Waterloo-Bridge.jpg, Pearce sets up a meeting with Qasim, London, Waterloo Bridge,
133869,https://www.movie-locations.com/movies/s/Spooks-The-Greater-Good-National-Theatre.jpg, Holloway chases the sniper on the terrace, London SE1, South Bank, National Theatre
263007,https://www.movie-locations.com/movies/s/Spider-Man-No-Way-Home-Peter-Pan-Donut-Shop.jpg, the donut shop where MJ works, Brooklyn, Manhattan Avenue, Peter Pan Donut and Pastry Shop
263007,https://www.movie-locations.com/movies/s/Spider-Man-No-Way-Home-Queens-Blvd.jpg, Spider-Man pops out of the subway system by 'Delmar's Deli', Queens, Sunnyside, Queens Boulevard
263007,https://www.movie-locations.com/movies/s/Spider-Man-No-Way-Home-Alexander-Hamilton-Bridge.jpg, Doc Ock appears among the traffic on the bridge, New York, Alexander Hamilton Bridge,
263007,https://www.movie-locations.com/movies/s/Spider-Man-No-Way-Home-Feast-kitchen.jpg, Norman Osborn appeals for help at the shelter kitchen, Georgia, Atlanta, Porter Place NE
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Liberec.jpg, the battle with Hellfire in 'Prague', Czech Republic, Liberec, NÃ¡mÄstÃ­ Dr E BeneÅ¡e
201773,https://www.movie-locations.com/movies/s/../a/Adventures-Of-Baron-Munchausen-Belchite.jpg, Nick Fury inspects the ruins of the 'Mexican' town, Spain, Belchite,
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Rialto-Bridge.jpg, the attack from beneath the water, Venice, Rialto Bridge,
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Campo-Santa-Formosa.jpg, Peter Parker tries to save the collapsing bell-tower, Venice, Campo Santa Formosa,
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Arsenal.jpg, the entrance to the Avengers facility, Venice, Arsenal, Porta Magna
201773,https://www.movie-locations.com/movies/s/../b/Bourne-Identity-Boscolo-Hotel.jpg, Peter and the Midtown Tech students find themselves in a luxury hotel, Prague, Senovazne nam, Carlo IV Hotel
201773,https://www.movie-locations.com/movies/s/../i/Illusionist-Vinohrady-Theatre.jpg, the kids are taken to enjoy a night at the opera, Prague, Vinohrady Theatre,
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Charles-Bridge.jpg, MJ comes clean to Peter, Prague, Charles Bridge,
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Alexandra-Palace.jpg, testing the spectacular holographic effects, London N22, Muswell Hill, Alexandra Palace Theatre
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Tower-Bridge.jpg, the school bus is stranded, London, Tower Bridge,
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Tower-Bridge-Walkway-2.jpg, the battle for the Bridge, London, Tower Bridge, West Upper Walkway
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Shard.jpg, Nick Fury and Maria Hill keep an eye on the attack, London SE1, London Bridge Street, The Shard
201773,https://www.movie-locations.com/movies/s/Spider-Man-Far-From-Home-Tower-entrance.jpg, Happy and the kids find themselves at the entrance to the Tower, London, Tower of London, Visitors' Entrance
201773,https://www.movie-locations.com/movies/s/../d/Dark-Knight-Rises-Stansted-Airport.jpg, the kids arrive back at 'Newark New Jersey', Essex, Stansted Airport,
52722,https://www.movie-locations.com/movies/s/Spider-Man-3-Broadhurst.jpg, Mary Jane prepares for her Broadway debut, New York, West 44th Street, Broadhurst Theatre
52722,https://www.movie-locations.com/movies/s/Spider-Man-3-Euclid-And-13th.jpg, Spidey is dragged through traffic by web threads, downtown Cleveland, Euclid Avenue at 13th Street,
52722,https://www.movie-locations.com/movies/s/Spider-Man-3-Euclid.jpg, Spidey and Sandman fight in the armoured truck, downtown Cleveland, Euclid Avenue,
52722,https://www.movie-locations.com/movies/s/Spider-Man-3-Cleveland-Trust-Building.jpg, the armoured truck flips over as Spidey and Sandman fight, downtown Cleveland, Euclid Avenue at East 9th Street,
52722,https://www.movie-locations.com/movies/s/Spider-Man-3-Euclid-Avenue.jpg, the giant web across the ‘New York street, downtown Cleveland, Euclid Avenue at East 9th Street,
52722,https://www.movie-locations.com/movies/s/../d/Drag-Me-To-Hell-Doheny-Mansion.jpg, the botched proposal in the swanky ‘New York’ restaurant, downtown Los Angeles, Chester Place, Doheny Mansion
52722,https://www.movie-locations.com/movies/s/Spider-Man-3-Cobble-Hill.jpg, Mary Jane’s apartment, Brooklyn, Cobble Hill, Court Street
52722,https://www.movie-locations.com/movies/s/Spider-Man-3-Broadway.jpg, Peter Parker kits himself out with a new suit, New York, 476 Broadway,
8636,https://www.movie-locations.com/movies/s/Spiderman-2-Chrystie-Street.jpg, Peter Parker’s apartment, New York, Lower East Side, 187 Chrystie Street
8636,https://www.movie-locations.com/movies/s/Spider-Man-2-Joes-Pizza.jpg, Peter Parker loses his pizza delivery job, New York, Greenwich Village," 233 Bleecker Street,  Joe's Pizza"
8636,https://www.movie-locations.com/movies/s/Spider-Man-2-Second-Avenue.jpg, Doc Ock's laboratory, New York, East Village, 32 Second Avenue
8636,https://www.movie-locations.com/movies/s/Seven-Spring-Street.jpg, Doc Ock robs the ‘New York’ bank, downtown Los Angeles, 650 Spring Street,
5349,https://www.movie-locations.com/movies/s/Spider-Man-69th-Street.jpg, Aunt May’s house, Queens, 69th Road in Forest Hills,
5349,https://www.movie-locations.com/movies/s/Spider-Man-44th-Street.jpg, Peter Parker runs for the school bus, Woodside, 44th Street at Queens Boulevard,
5349,https://www.movie-locations.com/movies/s/../g/Ghostbusters-Low-Memorial-Library.jpg,  Parker arrives for the field trip in New York, New York, Morningside Heights, Columbia University
5349,https://www.movie-locations.com/movies/s/../g/Ghostbusters-New-York-Public-Library.jpg,  Uncle Ben tells Peter about his responsibilities, New York, Fifth Avenue, New York Public Library
5349,https://www.movie-locations.com/movies/s/../p/Phantom-Of-The-Paradise-Greystone.jpg, The interior of Norman Osborn's 'New York' mansion, Los Angeles, Beverly Hills, Greystone Mansion
5349,https://www.movie-locations.com/movies/s/Spider-Man-Flatiron-Building.jpg, The exterior of the ‘Daily Bugle’ office, New York,175 Fifth Avenue, the Flatiron Building
5349,https://www.movie-locations.com/movies/s/../l/LA-Confidential-Pacific-Electric-Building.jpg, the 'Daily Bugle' office interior, Downtown Los Angeles, South Main Street, Pacific Electric Building
377,https://www.movie-locations.com/movies/s/Speed-Gas-Tower.jpg, the bomb in the elevator, downtown Los Angeles, 555 West Fifth Street at the northwest corner of Olive Street, Gas Company Towers
377,https://www.movie-locations.com/movies/s/Speed-Firehouse-Restaurant.jpg, Jack Traven chats to the doomed bus driver, Los Angeles, Venice," Rose Avenue,  Firehouse Restaurant"
377,https://www.movie-locations.com/movies/s/Speed-Main-Street.jpg, The bus blows up, Los Angeles, Venice, Main Street at Rose Avenue
377,https://www.movie-locations.com/movies/s/Speed-Graumans-Chinese-Theatre.jpg, the train erupts onto the street, Hollywood., Hollywood Boulevard,
136020,https://www.movie-locations.com/movies/s/Spectre-hotel.jpg, the lobby of the Mexican hotel, Mexico City, Gran Hotel Ciudad De Mexico,
136020,https://www.movie-locations.com/movies/s/Spectre-Stanley-Gardens-2015.jpg, Bond’s London flat, London W111, Notting Hill, Stanley Gardens
136020,https://www.movie-locations.com/movies/s/Spectre-Museo-Civilta-Roma.jpg, Sciarra’s funeral, Rome, EUR," Piazza Giovanni Agnelli,  Museo della Civiltà Romana (Museum of Roman Civilization)"
136020,https://www.movie-locations.com/movies/s/../h/Hamlet-1996-Blenheim-Palace.jpg, the secret meeting at 'Palazzo Cadenza', Oxfordshire, Woodstock, Blenheim Palace
136020,https://www.movie-locations.com/movies/s/Spectre-Klinik.jpg, the ski resort, Austria, Solden, Ice-Q
85414,https://www.movie-locations.com/movies/s/Source-Code-Cloud-Gate.jpg," the Cloud Gate sculpture, Millennium Park, Chicag", Chicago, Millennium Park, the Cloud Gate sculpture
1035,https://www.movie-locations.com/movies/s/Sound-Of-Music-Schloss-Frohnburg.jpg,  the entrance to the Von Trapp mansion, Austria, Salzburg," Hellbrunner Allee,  Schloss Frohnburg"
1035,https://www.movie-locations.com/movies/s/Sound-Of-Music-Schloss-Leopoldskron.jpg," the rear, lakeside terrace, of the ‘Von Trapp’ mansion", Austria, Salzburg, Schloss Leopoldskron
1035,https://www.movie-locations.com/movies/s/Sound-Of-Music-Mirabell-Gardens.jpg," The Do-Re-Mi steps in the Mirabell Gardens, Salzburg, Austri", Austria, Salzburg, The Do-Re-Mi steps in the Mirabell Gardens
1035,https://www.movie-locations.com/movies/s/Sound-Of-Music-gazebo.jpg, The Sixteen Going On Seventeen gazebo, Austria, Salzburg, Schloss Hellbrunn
1096,https://www.movie-locations.com/movies/s/Sophies-Choice-Rugby-Road.jpg, Sophie’s ‘Pink Palace’ boarding house, Brooklyn, Flatbush, Rugby Road
910,https://www.movie-locations.com/movies/s/Some-Like-It-Hot-Hotel-Del-Coronado.jpg, hiding out in the ‘Miami’ hotel, San Diego, Hotel Del Coronado,
80463,https://www.movie-locations.com/movies/s/Social-Network-Thirsty-Scholar.jpg, Mark Zuckerberg gets dumped, Massachusetts, Somerville," Beacon Street,  The Thirsty Scholar"
80463,https://www.movie-locations.com/movies/s/Social-Network-Thirsty-Scholar-Somerville.jpg, commemorating the filming, Massachusetts, Somerville," Beacon Street,  The Thirsty Scholar"
80463,https://www.movie-locations.com/movies/s/Social-Network-Keyser-Quad-Johns-Hopkins-University-Baltimore.jpg, Mark Zuckerberg runs back to his dorm room, Baltimore, Johns Hopkins University, Keyser Quad
80463,https://www.movie-locations.com/movies/s/Social-Network-Latrobe-Hall-Johns-Hopkins-University-Baltimore.jpg, Zuckerberg’s ‘Kirkland Hall’ dorm, Baltimore, Johns Hopkins University," Wyman Quad,  Latrobe Hall"
80463,https://www.movie-locations.com/movies/s/Social-Network-Shaffer-Hall-Johns-Hopkins-University-Baltimore.jpg, Zuckerberg gets put on probation after crashing Harvard’s’ computer system, Baltimore, Johns Hopkins University," Wyman Quad,  Shaffer Hall"
80463,https://www.movie-locations.com/movies/s/Social-Network-Tremont-Street-Boston.jpg, the Winklevoss twins invite Zuckerberg to programme their site, Massachusetts, Boston, Tremont Street
80463,https://www.movie-locations.com/movies/s/../a/Addams-Family-Ebell-Of-Los-Angeles.jpg, Narendra hears about the Facebook, midtown Los Angeles, off Wilshire Boulevard, Ebell of Los Angeles
80463,https://www.movie-locations.com/movies/s/Social-Network-South-Spring-Street.jpg, the 'San Francisco' nightclub, Downtown Los Angeles, South Spring Street, Exchange LA
80463,https://www.movie-locations.com/movies/s/Social-Network-St-Felix.jpg, Mark Zuckerberg bumps into ex-girlfriend Erica, Los Angeles, Hollywood," North Cahuenga,  St Felix"
